route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
2933,1,470615,13 Eastview,,1,19646,9377,1,1
2933,1,470616,13 Eastview,,1,19645,9377,1,1
2933,1,470617,13 Eastview,,1,19646,9377,1,1
2933,1,470618,13 Eastview,,1,19645,9377,1,1
2933,1,470619,13 Eastview,,1,19646,9377,1,1
2933,1,470620,13 Eastview,,1,19645,9377,1,1
2933,1,470621,13 Eastview,,1,19646,9377,1,1
2933,1,470622,13 Eastview,,1,19645,9377,1,1
2933,1,470623,13 Eastview,,1,19646,9377,1,1
2933,1,470624,13 Eastview,,1,19645,9377,1,1
2933,1,470625,13 Eastview,,1,19646,9377,1,1
2933,1,470626,13 Eastview,,1,19645,9377,1,1
2933,1,470627,13 Eastview,,1,19646,9377,1,1
2933,1,470628,13 Eastview,,1,19647,9378,1,1
2933,1,470629,13 Eastview,,1,19645,9377,1,1
2933,1,470630,13 Eastview,,1,19646,9377,1,1
2933,1,470631,13 Eastview,,1,19645,9377,1,1
2933,1,470632,13 Eastview,,1,19646,9377,1,1
2933,1,470633,13 Eastview,,1,19645,9377,1,1
2933,1,470634,13 Eastview,,1,19646,9377,1,1
2933,1,470635,13 Eastview,,1,19645,9377,1,1
2933,1,470636,13 Eastview,,1,19646,9377,1,1
2933,1,470637,13 Eastview,,1,19645,9377,1,1
2933,1,470638,13 Eastview,,1,19646,9377,1,1
2933,1,470639,13 Eastview,,1,19645,9377,1,1
2933,1,470640,13 Eastview,,1,19645,9377,1,1
2933,1,470641,13 Eastview,,1,19645,9377,1,1
2933,1,470642,13 Eastview,,1,19645,9377,1,1
2933,1,470643,13 Eastview,,1,19645,9377,1,1
2933,1,470644,13 Eastview,,1,19645,9377,1,1
2933,1,470645,13 Eastview,,1,19645,9377,1,1
2933,1,470646,13 Eastview,,1,19645,9377,1,1
2933,1,470647,13 Eastview,,1,19645,9377,1,1
2933,1,470648,13 Eastview,,1,19645,9377,1,1
2933,1,470649,13 Eastview,,1,19645,9377,1,1
2933,1,470650,13 Eastview,,1,19645,9377,1,1
2934,1,470880,14 Grange,,0,19654,9252,1,1
2934,1,470879,14 Grange,,0,19654,9252,1,1
2934,1,470878,14 Grange,,0,19654,9252,1,1
